"y","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","x21","x22","x23","x24","x25","x26","x27","x28","x29","x30","x31","x32","x33","x34","x35","x36","x37","x38","x39","x40"
2.68334968161098,0.123233027016146,0.386477598314755,0.432426204138779,1.66215994275765,2.82218018514129,-0.0906677886457301,0,0,1,0,1.24580797877294,2.1382203143909,0.540265664111778,0.381931728938128,1.36540533127571,-0.365038482345887,2.78989374110742,0.400050507450084,1.07116520951489,-0.106896239619028,2.04676456848396,1.08468829960623,1.86990086128455,0.513784449132119,1.23313890903379,0.109779060925764,2.53710808064164,1.36207867901273,0.948242156523709,0.821610149944617,1.94477536334093,2.77496687898635,2.39886395241346,0.543102255029594,1.41739275159049,0.61917584953147,0.372652888079435,-0.271298456298239,1.21092477594039,1.52517122584468
2.57003172916267,0.25361057211841,-0.75194565744212,1.28545898452777,2.13921054589474,1.80178007000422,2.8501985187634,0,1,0,0,0.967509488114629,1.74778484645516,0.100872420612482,1.28168604732128,2.54174568947758,1.22192140929393,0.553358081604198,2.80799124714007,2.54098723843226,2.76197024231034,0.0893648862790217,1.18542888388061,0.557059286810583,0.864372755361061,1.1775512334238,0.879091614359462,2.0110950957609,1.97782479540562,1.90526762378662,-0.424335517590869,0.266510681293618,0.94307675118353,0.478903181761868,1.26463813140232,1.65970433932814,2.30891720190262,0.421646961158348,3.15557502127505,2.07327632779362,1.45566198262463
4.07451075698266,2.37591479129899,0.735886811449936,1.88727407614051,1.38418702380495,1.05751801263734,-0.0917340966737192,1,1,0,0,0.552304328715796,0.695399660293575,-2.68163917647502,2.31277563977175,-0.863698890899413,0.795580401939489,1.8885817478822,0.603695463092506,1.54961164945527,1.162943750686,-1.45048532851904,-0.306900791734802,1.39251057446552,2.1122053993729,1.00555102028699,-0.462179467127501,-0.299812677564702,-1.76809139216134,0.832838725464414,0.300220761981953,1.92857417452095,-0.56113648474021,0.112686544914831,2.27701431679286,2.15674304603468,0.468827416221979,0.461726845104695,2.71402873493732,-0.726161493516207,1.95436623488511
1.65387716558977,1.23758196425832,1.78591615812484,0.103297190107637,0.166066195451013,0.417623570139857,1.18741360129808,0,1,1,1,0.394199747991216,-0.270332194500086,1.86752746572241,0.516575380860396,0.89891606740142,1.94204374575772,0.765186179147164,1.26212017125191,1.45862954339451,1.38855631009976,-0.539148872048115,0.408553236190157,0.186327029250839,-0.19846569458532,1.74974927848986,0.0168703846281758,3.00459570381089,0.42928858587658,0.764509005807485,1.93900393965184,1.36340765800976,1.54857540446154,1.73750484752534,0.924763090739374,1.22942171640157,0.802474578602972,2.07135728840639,2.59317464293458,-0.859902342300064,1.766245899481
2.08560683698664,1.10862747226302,1.46656859588565,0.42362738548289,2.70413135783565,1.32750715392762,0.878802771923942,1,1,1,1,1.58878157378886,1.55049755946914,1.55170783539478,-0.104993089483101,2.59837346485399,0.660830324225549,0.49932225197301,-0.205230818596654,-0.960054040531098,0.230524634377993,1.71448121783957,2.26373906398865,1.16034890820545,-0.0625899885995547,2.71650169522579,0.777718412213436,1.78536290550258,0.386518035205637,2.26367727744397,-0.800818066272379,-0.588257112690789,2.00869789662765,0.2442358483758,2.19676922530958,2.25915338763825,0.859872231568943,-0.715885019581163,1.29205319177684,1.19174426874951,0.847502546931614
3.55964042460857,2.20272127608768,0.581292740853325,0.94264806651725,1.59484914617522,1.44328682399144,0.880845515666087,0,0,0,1,1.35648515226252,1.7186709179241,0.951193517437308,2.36315802609377,0.38755776738584,-0.659401986220878,0.712761388869077,1.96838335436192,0.165085393305737,0.432658618714256,1.78631896067386,0.665625029991741,0.576256674157508,0.400102419095189,0.27186311617335,-0.792880711879212,-0.387982322119043,-0.714176865009608,0.808431138788698,0.0660434665538074,1.25595351266468,-0.381944153969547,-0.532169096338332,1.64655511643351,-0.774928885741076,1.3761660125588,1.10865102998285,1.43271806114518,1.92308836477869,0.783566353479465
1.97409954773403,0.540927606227078,1.41404857773585,1.87286118137902,2.37656346155554,1.96739057833464,2.22194866560139,0,0,1,0,0.532237298576346,0.435923659982667,1.60031220127564,0.655977322926885,1.21897427849284,0.89103817060015,1.86636355057619,1.01392014632999,0.611895529273913,-0.436722298639609,1.96530077024585,0.814232555361523,0.077710649138754,2.67755393115123,2.16139658618003,1.11487313291677,0.542761342378358,1.91542176465062,-0.218645052895121,-0.0957391538143537,0.663199075501032,0.867647568557694,2.22541712343391,-0.245804506678097,0.862029878845557,0.0774927262459907,-0.116024579141688,2.01435548227223,0.476986383828893,0.479095431062538
3.17254732372053,1.64034601435328,1.97543717482279,0.615595925765714,1.02511686917173,1.74576547145608,2.53261174649067,1,0,1,0,0.561937317955902,0.215596649566177,-0.22215682765621,-1.34782944016365,-0.839463066806025,1.57665309774291,1.39117149055336,0.918605358509322,0.479492081820561,1.76613895312157,1.40663989962677,1.19167978366198,2.10166096026688,-0.157548018240682,1.21298042618489,0.436312420479861,1.72606432362566,2.89273518783991,2.35984307440537,1.06005328063138,2.33795150742358,0.577799392674605,1.20401573396461,1.80563139122614,0.0497415869474722,4.33957973112034,0.380429143240252,2.11434698941305,0.830485603664744,1.05093102149523
2.33173454506757,1.41678745932555,1.83568854145953,2.54530464636975,-0.0298866043808883,-0.238430499337826,0.226981236925815,1,0,1,0,2.64839939077995,1.51718521665397,0.416505433239153,2.06933741116057,0.0864517273893336,0.0205725924474008,2.05342292752409,0.425461739252731,1.94211259278701,2.82144705737764,0.382314683312761,1.05720866756072,-0.00239139322901516,2.5554460476313,-1.05069855805746,1.66309960613108,1.97748981150202,0.150648280297588,0.776858973719247,-0.106289295640339,1.35972579006428,0.945635329968843,2.37748956769791,-0.0162014086630173,0.91586788294202,1.86122942337366,1.00113413843239,0.572366700285807,1.0293358606627,0.821893800794406
2.49450649626796,1.77654311533886,1.814057081394,0.576610851726118,0.556728797049623,1.02147758431093,2.01375112377863,0,1,1,1,0.791963082508471,1.94648866836052,-0.21956697419247,0.966359466279483,-0.3774949891601,0.617848210509613,0.403751864517194,1.09603151775786,1.68552906705943,-0.361042570719225,1.75587508788987,0.886576521173193,1.03425378894813,-0.0159165431031916,1.55092834460374,1.59005795171442,0.33838848134948,1.04911325189551,0.529869736929776,2.37483459021569,0.0704242965040502,2.06697189647499,1.54147144132755,0.573256034981225,0.885816081703312,1.18179468962019,-1.464766766532,1.86047772535968,1.25447236915239,0.689761113408098
