"y","x1","x2","x3"
3,0.720903896261007,0.0777567035984248,0.95327877625823
2.50520560685291,0.875773193081841,0.843713648384437,0.621787465410307
3,0.760982328327373,0.00681368447840214,0.53167221066542
3,0.886124566197395,0.351184204220772,0.892092605354264
0.896584130567888,0.456480960128829,0.686061032116413,0.195880675688386
1.43786704506743,0.166371785104275,0.254086493980139,0.884379531955346
1.42121338775171,0.325095386710018,0.174129316583276,0.218055459205061
2.59158076773231,0.509224335663021,0.70711316447705,0.377800593618304
1.85161314103511,0.727705253753811,0.999566907528788,0.351625333307311
3,0.989736937917769,0.949675974668935,0.988162706140429
1.18778675013185,0.0345354350283742,0.435280683450401,0.028890328714624
1.97377777616643,0.152373490156606,0.891606784658507,0.457847846439108
3,0.735684952465817,0.587241899687797,0.471392114879563
0.916579883136962,0.00113658653572202,0.343836769228801,0.149916981812567
1.04494785483433,0.391203335253522,0.809542277827859,0.151302165817469
0.878733175847594,0.462494654115289,0.5416912836954,0.374415379017591
2.7224679279026,0.388143981574103,0.0158186657354236,0.748792725382373
2.24877689957205,0.402485141763464,0.737673748517409,0.61920364596881
0.974972712224509,0.178963584825397,0.40758900414221,0.358942166436464
3,0.951658753678203,0.75757145951502,0.980998134240508
2.80897081012519,0.453728073276579,0.0228316294960678,0.390004861867055
2.42489058633442,0.326752408640459,0.154722909908742,0.809039276791736
3,0.965415323385969,0.108456122456118,0.259175165556371
3,0.707481877179816,0.28062434005551,0.979798960033804
1.78394538320606,0.644542636582628,0.801308329915628,0.303021815838292
2.24860461107767,0.389828484971076,0.852337637916207,0.697020356776193
1.77248875967486,0.698543639387935,0.481457931688055,0.084634545026347
2.53660173142455,0.544057864462957,0.77038642950356,0.769775737309828
2.94988877877456,0.226467178668827,0.65676228236407,0.843842848669738
2.07147966989947,0.484557755058631,0.517352662514895,0.70378793310374
2.44732726332249,0.793007169850171,0.778594377450645,0.674979947274551
0.960920271409453,0.00598762952722609,0.692608549492434,0.042309773620218
1.54286078402665,0.187712445855141,0.807056806050241,0.608295914717019
2.65979157045054,0.681833623209968,0.214258740423247,0.0398077426943928
1.82450731610453,0.370104123605415,0.104815426049754,0.101723651401699
2.31614199685211,0.361625570105389,0.218604692490771,0.699914487777278
3,0.868794898502529,0.437307991320267,0.834871226921678
2.72673462900686,0.904154665768147,0.0437870949972421,0.00847027357667685
2.32004098703467,0.617424565600231,0.304214658914134,0.899865774437785
2.68374715468255,0.134031634544954,0.726721929386258,0.960614213487133
1.60530123544711,0.782193280523643,0.660204341867939,0.489677901612595
2.37696938413218,0.429198819911107,0.235437328461558,0.61205202084966
1.42832358581697,0.927273974986747,0.713710127631202,0.0412851141300052
3,0.773243224713951,0.8436817554757,0.944955331739038
0.923432209948794,0.259681246709079,0.766100829467177,0.172284549800679
1.53093106870265,0.321224673418328,0.79351079906337,0.15859775012359
0.186865491878166,0.0601951573044062,0.339033538242802,0.322356384247541
2.2783687638704,0.0434564538300037,0.314274514093995,0.778852600604296
2.29491606049826,0.0550538182724267,0.51659730868414,0.712112297303975
2.6253329592366,0.625542796915397,0.504865983733907,0.466362949227914
3,0.964470288716257,0.588734968565404,0.582140213111416
2.10168375692601,0.827302868943661,0.972231937339529,0.0904196330811828
1.46219606201552,0.31502823648043,0.784186085220426,0.65561184938997
1.23862719204288,0.213025450939313,0.640715685207397,0.782838735263795
2.30504446198259,0.732496118871495,0.336015276610851,0.479499535169452
2.61235678376269,0.499241020530462,0.0886050970293581,0.803421679884195
3,0.729771971702576,0.356610381742939,0.795298508135602
1.34953219487205,0.0803360443096608,0.504843808943406,0.456456468906254
1.56873440090247,0.43553048488684,0.0386124157812446,0.0466669602319598
2.19533772778695,0.236580453347415,0.457975220168009,0.464028612477705
3,0.791567798471078,0.427187998546287,0.177930807461962
1.20687957627256,0.258684316882864,0.979328204412013,0.510608913376927
2.31245320725017,0.985983831807971,0.798105112044141,0.255446343915537
2.57964949887108,0.756873743608594,0.372058635111898,0.46665827347897
3,0.979778247186914,0.278534524142742,0.951031847391278
