y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27
2.138578139,0.190224273,-0.04080481,-0.505502716,0.662550054,-2.13488115,0.803272766,-0.315797134,0.423407773,0.282002136,-0.308587016,1.296876537,0.054492432,-0.541771162,2.264679783,0.20047539,1.398974453,0.422347985,-0.770249489,-0.84436667,-0.335718955,-0.490810164,0.715627264,-0.064268363,-1.540046943,0.962815014,0.291360652,-0.591468351
2.157333721,-0.593964512,0.399351727,0.022393709,-0.603385826,-0.830081783,-0.032975495,-0.002980293,-0.369240727,-1.277178508,0.608067186,-0.186761524,-0.598823545,-1.178107223,-0.622561669,-1.074960299,-0.990595617,1.507746004,-2.208354316,0.225949723,0.60525507,0.931249525,1.337429048,1.195958852,0.5618465,-1.021650002,1.100372342,1.911799917
2.694496266,0.317813204,1.197592955,-0.618785744,0.329447493,2.283287055,0.41647495,-0.901250389,-1.415308934,0.068425042,0.328051246,2.032858267,0.230513495,-0.376696229,-1.483106907,-1.219957902,-0.371127526,0.77916393,-0.605582656,0.202478555,1.120030484,-0.515366961,0.202070403,0.095245892,-0.021652862,-0.089097757,0.835735859,0.629192238
3.237027308,0.126626697,-0.283415755,-1.503475034,0.429243915,0.137592723,1.280841473,0.670298104,-0.54393922,0.920549655,0.329590783,-2.565149219,-1.474066342,-0.496049819,-1.692662863,0.984961922,0.972076228,-0.601373142,0.896379977,-1.198010387,1.36034236,0.33227937,-0.080633157,0.369295334,2.264763621,0.351140799,0.072338794,0.809491478
2.438155013,-0.192076506,0.585602644,0.112647325,0.398509525,0.250879513,0.634306291,0.00949782,-1.110519894,0.034135185,-0.902506183,-0.016501311,1.323499804,0.190998333,-0.672014686,-0.090951417,0.387804579,-1.140531847,-0.591364739,0.737900686,1.098277409,1.079999928,0.816331007,-1.626999326,-0.360325631,-0.214724794,2.899222347,-1.080158099
0.211382293,0.107962043,0.94635608,-0.781409749,0.233848301,-1.748209171,-0.221005277,0.761566462,1.948214851,-0.234225599,1.182507218,-0.687852577,-0.11560115,0.031351162,0.756821495,-0.526464485,0.754324333,-0.05194622,-1.315693692,-0.65571598,0.581047168,-1.778199428,2.48530295,-0.042775799,-2.869133472,1.142218084,0.730018651,1.202559376
2.375875414,-0.265106289,0.116225524,-1.19907866,2.05831982,1.709064671,-1.011230266,-0.000916244,-0.874616946,0.081413793,0.37990555,-0.35470371,-1.599381413,-0.202878852,0.222687719,1.719660798,-0.65300814,0.054362365,-1.957483082,-0.061916565,0.728388436,0.993129791,-1.040723652,-1.780591676,0.049858243,0.794122101,0.221656523,-0.643405812
0.433863226,-0.163239538,-0.783920225,1.217573525,-0.180804855,-0.448278271,-0.619652054,0.887496962,2.01434821,-0.505882946,0.520484824,0.714369666,-1.49547087,1.005053964,-0.285861325,-0.637700416,0.063594571,0.582493387,0.081061136,-0.061216236,-1.023995739,-1.133129974,-0.646158761,-0.870945581,1.112967955,-0.522640768,0.294037447,-0.334714879
2.686835149,0.067680547,0.370509838,-1.395535528,-0.14939935,-0.110256113,1.611521505,0.218775478,0.00890633,-1.631140104,0.445324081,-0.828120692,-0.567161207,1.649915754,-0.075807611,-0.58564909,-0.295180952,0.008476577,0.411376105,-0.117266589,0.283207314,-2.064237447,-0.449545202,0.587829964,1.016069002,2.323400397,0.613297461,-2.385889459
1.286525001,0.479807665,-0.599179212,-1.23906339,2.42217364,1.204634271,0.503980373,0.785469498,-0.005888216,1.511585107,-1.314410591,0.10466298,1.964413399,-0.479943501,0.135116643,1.620271362,0.936156929,1.050840974,-0.324614738,1.390584242,-2.512114731,1.472711356,0.277375264,-0.772499899,-0.098199766,-1.438763454,0.172569226,1.157300406
1.898483594,0.671598502,-0.760651339,1.261960141,-0.350897009,1.564453445,-1.384175431,1.117900325,0.359816912,-0.429409506,1.550461766,-1.35721676,-0.867717018,-0.445544069,2.288737072,-0.646090328,-1.137276153,-0.694230163,0.66523503,0.035997616,-0.48743912,-0.846257134,-0.888322637,0.803914569,-0.801743098,-0.50213836,0.976590308,0.006348668
