y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27
0,0.585528818,1.677511791,-0.91196848,-0.225349608,0.460454428,-0.768919167,-0.39053835,-2.102958585,1.842587233,0.889623587,1.505874723,0.748731971,0.040023261,-1.372962774,-0.46256945,0.210757021,-0.333613899,-2.023808728,-0.142082979,0.774873152,0.444526113,-1.373021475,-1.16017778,2.3398189,1.18953122,0.172252611,0.215079181
1,0.709466018,0.079474055,0.603775477,-0.526519894,-2.288935677,0.300586699,-1.085168715,0.817315175,2.722896356,0.027554847,-0.910501539,0.838613638,-0.747818769,0.974073083,-0.923547616,-1.357535064,1.824910601,-1.198662987,-0.887402134,-0.211539846,-0.174579025,-0.446665948,-0.584553981,-0.491587306,1.544227428,0.446236976,-0.154007726
1,-0.109303315,-0.856427497,0.213847006,-0.642458994,1.201004391,0.045096498,1.134552885,0.990103881,0.038001427,0.505194237,0.405967021,-1.837741355,-0.478445205,1.615388216,0.952519403,-0.438234547,-1.067397914,0.93815975,1.875404709,0.500539343,1.447436172,-0.812209264,-0.09666214,0.623022198,1.3378672,-0.852176509,-0.649112994
1,-0.453497173,-0.778777287,-1.380674461,1.716726048,-0.542282524,1.62533231,0.035988072,-0.508916223,0.514870832,-2.218049702,-0.88011048,0.204494951,0.649481212,0.723599628,0.900049964,-0.483020366,-0.988364432,-1.025729214,1.465937272,-0.107347361,0.110810071,-0.191523709,-1.514140789,0.098065729,0.344928848,0.511570791,-1.692411161
1,0.605887456,-0.380936084,-0.799479244,1.323454247,0.748305509,0.367008754,1.783523535,0.265453439,0.816575407,-0.1248124,0.184488272,0.808663507,1.72717454,-1.2841334,0.40619345,-1.159390694,1.404808504,-0.656600723,1.483870264,1.292709894,-0.026131897,1.876800013,0.512044224,0.492637758,1.226765875,-0.37697853,1.620732879
1,-1.817955968,-1.89735834,0.517075948,0.102048618,0.674028537,-1.672238163,-2.315750928,-0.920045736,1.334409659,-0.835481682,0.327160563,-0.388621358,-0.158396601,0.792441465,-1.069617012,-1.502615466,-0.936684042,-1.288995067,1.051707305,-0.496689629,1.017503698,-0.90062029,-0.508590055,0.275919223,-0.02637938,-1.492472969,-0.733082936
1,0.630098551,-0.071770912,0.035974205,-2.045228312,-0.810734378,0.522214817,0.937723636,-0.130463067,0.229674997,-1.366469757,-0.533874269,-0.146557498,-0.784704905,-1.842346435,-0.425875518,0.018096511,0.939080174,0.111135858,-0.317322787,-2.223150753,0.028717944,-0.387099444,-1.752921612,0.177985842,-0.969124961,0.153328653,1.93663977
1,-0.276184105,-1.030864591,-0.379209113,0.104667169,1.574432989,0.244763556,-0.674084505,-0.102885769,-0.430713271,-0.41869586,1.137266877,0.521791287,0.086148768,1.017224705,1.260850057,0.255465931,-0.449992835,-0.525789866,0.22106072,0.682599799,-1.803404363,-1.393180599,-0.04444861,-0.670405737,0.378115118,1.936837405,-0.119250077
1,-0.284159744,0.670695476,-0.574956861,0.541278532,-0.380864682,0.326211045,-1.188607139,-0.416165762,-0.601371734,1.565099348,-1.240210698,-1.167372526,-0.394255008,0.414078656,0.372729099,-0.118471443,0.666170451,0.83220318,1.103658881,-1.097419215,-0.363835459,1.413048402,0.546211874,1.684025869,-1.533648568,-0.411153951,2.163675978
1,-0.919322002,-0.361287755,0.740926096,-0.525286545,-1.732707056,-0.102639428,1.396414706,0.318707174,-1.701050529,-1.25437594,0.357042479,0.421274653,-0.969361531,0.266496381,-0.497756327,0.869018898,0.128298354,-0.515475227,1.370139151,-0.101495093,2.261669232,-0.417119076,-0.085712951,-0.846336619,0.446976612,-0.184463446,-0.033133789
1,-0.116247806,-0.279306356,-1.128170886,0.188035475,-1.221564907,0.17135494,-1.199713419,1.6631193,1.703347476,0.901434822,0.602616162,0.326393887,-1.384235539,-0.916098253,-0.444036144,-1.438859316,1.348198737,-0.37984749,0.547382221,0.272500923,0.193878883,0.379344869,0.062183211,0.389355194,2.446093913,-0.689439344,-0.163267222
1,1.817312044,-0.645890407,-0.775467093,-0.915701844,0.071115783,1.541411466,-0.141258615,1.990346042,0.660599188,1.438192392,0.447243836,-0.961578781,1.232983176,-2.027240917,-0.472830881,-0.946092563,-0.43001323,-0.142303543,-0.5090358,-1.646345162,1.254428954,-0.002499062,0.338318309,0.39579939,-0.439857939,-0.410771246,0.115703199
1,0.370627864,-0.515729093,0.009074676,-1.148283722,0.901880955,-0.577548279,-0.951780074,-0.777011419,0.076967877,-1.15047128,-0.064186443,0.623614801,0.341239783,-1.360847287,0.437193884,0.178840434,0.130739651,0.127158164,-0.891241437,-0.635410786,1.693695024,-0.457366071,-1.947955011,-0.516355641,0.148285102,-1.910699138,-0.617734705
1,0.520216458,-1.374556133,-1.234544591,0.165171311,1.108579259,0.640897723,-1.218930666,-0.083254604,-1.36203916,-0.664533631,0.617959803,-0.364646687,-0.384795774,-0.382499322,-2.059361381,-0.44379296,0.170751131,0.35646146,-0.985547491,1.094984197,-0.390988115,1.114081194,-0.697003345,-1.227254482,-0.973344812,-1.190056904,0.447928446
0,-0.750531995,1.010377828,-0.303029516,1.325748033,2.605020592,-1.145894393,2.055544613,1.694014958,0.183545107,-0.001816658,0.687164553,0.093795626,-0.229550598,0.44068524,-0.704516968,0.018462079,-0.349863164,0.011014653,0.997754679,0.501454371,1.643479651,-0.712337136,0.051124236,0.664603686,1.340409312,1.655339971,-1.198078965
1,0.81689984,0.453706456,-0.317780493,-0.218176042,-0.33422928,-0.062145037,-1.801134402,0.385664956,-0.249143049,-1.663263705,0.810445991,0.028597478,0.430271253,-1.496707328,-0.939275382,-0.17857548,-0.607380912,-2.969182973,-0.085920012,0.43866579,-0.422799854,-0.704373537,0.202590815,-2.889516969,-0.167701053,-0.873843344,-0.03486237
0,-0.886357521,0.27488033,-1.622224035,0.07811759,-0.583708126,-0.654848487,-1.980770411,0.086224474,-0.070554761,-1.909383936,0.240172444,-1.526224232,0.919246074,1.205396204,1.168494403,1.486337342,-0.970939177,1.770018743,-1.307122629,-0.120805879,-0.434853847,1.002755472,-0.662579248,-0.062859308,-1.310815034,1.713887787,-1.374167861
1,-0.33157759,-1.271791225,-1.137460119,-1.102737945,1.369693312,0.20791146,-1.779167999,0.425344356,-0.615050703,0.022554,0.453513797,0.343735468,-0.430259264,0.918465665,-1.525828361,-0.905099221,-0.070765114,0.565561535,0.834091701,-0.284755885,0.029564435,-0.072299641,-0.443143009,0.630013807,-2.437644175,0.101346403,0.579674502
0,1.120712652,0.973595242,-0.243380628,1.583955759,0.67558736,0.618304289,0.209717967,1.629451201,-0.707782369,-1.106671794,0.409709329,-1.415402545,0.403375635,2.806947477,-0.604325002,1.176194042,-0.883593221,-0.266362308,1.614787984,1.104120892,-1.698471201,0.494884739,1.32013915,-0.588157957,-0.099029916,0.978381012,-2.513262244
0,0.298723699,1.280787124,1.544491476,-0.486160268,-1.138488018,-0.994068512,-0.084516736,0.210951897,0.525696776,0.018441885,-0.274548815,-1.164230123,0.650085754,-1.180265491,-0.759142965,-0.451874765,0.721576374,-0.442443155,0.782800021,-1.345540139,0.883447055,-0.125813559,1.702328196,0.132814716,-0.898410331,-0.199292543,1.513516929
1,0.779621925,-0.025876547,0.306066259,1.251254222,-0.977523821,-2.006659996,-0.799586983,0.580972652,-0.052874351,-0.11945049,2.088407025,-0.404991275,0.55057998,0.237504771,1.288051327,-0.701351385,-1.388700222,-0.202851642,-1.487502725,-0.306407988,-0.407241985,1.057931254,0.063736184,-0.37755754,2.12254358,-0.488920272,-0.346354958
1,1.455785082,-1.73596378,0.320433105,0.372095689,-1.861940642,1.045612049,-0.497234255,1.176189469,-1.976608415,1.453286615,-0.182070887,-0.638650673,0.716584238,-1.840856865,0.622510017,1.601056659,1.066329214,2.559715517,0.349935647,0.71036476,0.492870086,1.654684642,-0.583192137,0.092017451,-0.219876723,-0.906206324,-1.869988513
1,-0.644328429,-0.945175884,-0.723347452,-0.680127552,0.053736669,-1.088902797,-1.631261153,-0.494577012,-0.028908215,0.894612429,-1.797834526,-1.589162985,-0.016018992,0.097395148,-0.097327083,0.573555157,0.671259492,-0.197279155,0.660509203,1.02305222,0.225367728,-1.211510858,-0.638393727,-0.035390879,0.389943501,0.925564858,0.830545985
0,-1.553137405,-0.461119639,0.873145614,-0.005637919,-0.779990916,-1.923715919,-0.539011994,-0.14517771,1.127798052,0.89620066,-2.795216775,-0.507108435,0.06506121,2.037704701,-0.652078509,0.053708143,0.647449325,0.790705295,0.100050302,-0.263363511,0.639064827,2.405891911,-0.012914599,-0.386261552,-2.556007183,0.790470049,0.391888818
0,-1.597709517,0.559566137,0.42441678,1.778203163,2.130266428,-0.559574139,0.543849746,0.770501268,0.781106381,-1.579075389,2.020936742,0.127209323,1.026190919,-0.072606476,1.526819442,0.624630133,-0.993693988,-0.830388844,0.658230919,-0.567277813,1.707818452,0.349834561,0.952221903,-1.456577774,-1.583050229,1.09680819,-2.687588379
1,1.805097519,0.207371698,1.251736672,0.975888742,-1.423755508,0.838619902,0.981453675,0.702198841,0.740693151,1.121619468,-1.727617412,-0.005240597,-1.46860143,0.386258734,0.450654524,1.431442352,0.772375188,0.501648267,-1.01300017,0.017815724,-1.717393068,-1.800365003,-0.38091282,-0.285948337,0.176465081,-1.075588253,-0.763220882
0,-0.481647364,0.40051627,1.064483977,-0.178228023,-1.373657056,1.209372973,0.305165514,2.526973962,0.251694444,-0.713518812,-2.179118729,0.396632711,-0.902924766,0.271101077,0.301216323,2.547347541,0.148416151,-0.077431173,-0.933575698,-0.454244572,-0.373346164,1.554926421,-0.048849396,0.585821628,0.374978154,-0.414033128,-1.300844165
1,0.620379801,-0.05140967,0.894792492,0.141942315,0.400824095,1.480004297,-0.213122737,1.492462206,1.886336388,1.425072519,-2.531255193,2.389087606,0.212113236,-1.281426375,1.742740511,-0.417497225,-0.717046171,-0.280654457,-0.386754896,1.301861625,0.949711489,-0.712845116,-0.141637273,0.0489383,1.196386022,0.747779101,0.327010899
0,0.612123493,0.824944696,-0.780804981,-0.688901165,0.0576582,-1.121416828,0.62009167,0.428207884,0.700815545,-0.442300291,-1.878032765,-0.224547761,-0.747544918,-2.892008986,0.428683672,-0.264443617,1.474683168,-0.009797722,-0.564890628,-0.93904607,-1.246690136,0.984892815,0.468707412,-0.992053122,1.942338863,0.429220108,-1.922452119
1,-0.162310977,-1.678067504,0.212347523,-1.272830656,-0.024902759,0.043801792,-0.945698338,-0.290182386,0.59234417,1.701297653,-1.472120596,-1.801669943,0.949961671,0.450380162,1.888555571,-0.193623548,-1.076470103,1.74213305,-1.872953347,1.206752194,-0.445929753,-0.089298319,-0.066638345,-0.503661827,0.994596376,-0.809528427,-0.015107699
1,0.811873179,-0.923279416,0.477375234,-0.582511784,0.243842781,0.02811299,0.773634386,-0.405397099,0.675034398,-0.944654348,0.521317526,-0.628265296,0.910429095,0.073405386,-0.489178226,-0.363332122,1.337759413,-0.09948916,-0.19440064,2.036008928,1.520944244,-1.589501687,-0.631566181,-0.430402488,1.099890652,0.539822191,1.729844611
1,2.196833546,-0.657448335,0.423691798,1.246783087,0.039157693,-1.161853217,-1.690485372,-0.828335403,-0.877136609,-0.884963663,-0.241373381,-1.573459044,0.993377221,0.387783408,-3.032082214,-0.18039055,-0.185762874,0.759903674,-0.392269198,-1.151422949,0.545609589,0.238973533,0.389972879,0.085214351,1.296151652,-0.80809831,0.240235331
1,2.049190337,1.654941797,-1.347606197,0.411450625,1.242651608,-1.007471584,0.368274024,1.384449912,0.468716963,-0.445426674,-0.193649871,-0.117158955,-0.638196578,1.894245975,-0.170174208,0.128157917,-0.970201549,0.981031372,-0.806109218,-0.946398194,-0.566798546,-0.472836946,0.897758644,0.100259496,0.790594886,-0.818099684,0.465431018
1,1.632445639,-1.163929147,-0.333746646,0.806893887,-0.374287216,0.111078933,0.161667516,0.409045621,-1.25615278,-0.005403642,-0.606435223,0.022500529,-0.356704026,-0.397154172,-0.002609025,-1.748264718,-0.719651676,2.030564592,0.405493727,0.462111801,-1.16173197,-0.178487296,1.508638331,-1.335803037,1.214871815,2.028725802,0.273688092
0,0.254271193,-0.879142734,1.297651876,-0.361649017,1.971580458,0.205732977,0.788706938,-0.18107123,-0.365462329,-0.424714707,0.551630149,-1.191461018,0.863756531,-1.623336082,-0.821171087,0.557325619,-0.839826714,0.373775154,-1.168144048,-0.014906515,-0.632628395,0.346053978,-0.259383546,-0.684839809,-0.043081969,0.316714643,-1.508362729
1,0.491188279,0.224613031,-0.20805946,-0.642394072,3.197212892,-0.341074703,0.270847525,-1.040896699,0.75553462,0.995750106,0.718333208,-1.324504351,-1.687588464,0.077205741,-0.172997935,0.186102439,0.132411982,1.589241376,-0.291565314,1.03124691,-1.076251614,0.494761324,-0.748027126,3.621511445,2.478545604,1.102025714,0.209452279
1,-0.324086579,1.420549962,0.731345855,-0.942164979,0.720346408,0.202684493,-0.809163014,-0.062852948,-1.582838597,0.936390714,-0.87304748,0.04419301,0.791083765,0.655066924,0.824391538,-1.010961273,-1.567581935,-0.980289813,0.702189333,-0.196972625,-0.513667623,-0.230852933,1.750561012,-1.739471739,-0.999695832,0.825933188,-1.014310114
0,-1.662050244,0.500920689,0.002883161,-0.717795868,2.036956986,0.519289434,-0.859317008,0.657317026,0.876614509,0.472644051,0.751181622,-1.183819766,-0.93047273,1.081364402,-0.535865955,-2.041051001,0.083954508,0.894907442,-0.520321283,0.139510148,-0.32016124,0.938662851,-0.623201927,-1.409565513,-0.522787423,0.395046335,1.154412061
1,1.767733851,0.284829602,-0.992413214,0.571388589,1.101153641,1.518981506,-1.636916672,-0.222418748,-0.904799435,-1.06755107,1.426491012,0.035148655,-0.3033871,-0.531650955,2.090374523,-0.221406689,-0.061079773,1.148959176,-0.245258157,-0.523771219,0.685524458,-0.016440832,0.584990751,0.977170704,1.02371691,1.017649635,0.973874848
1,0.025801049,-0.720574831,0.963217606,-0.558033972,-0.532604372,-0.075573314,0.144317453,0.031836288,-0.161062892,-0.556927477,-0.376570714,-0.807756295,-1.417354517,-0.298568494,0.673068231,0.034843998,-0.24664053,0.450062197,0.333422716,-1.027054227,-0.495588631,-1.395847245,1.522145202,1.138437913,-0.662571876,1.107030789,0.235133842
1,1.128510834,0.896460942,0.713891784,-1.018677665,-0.003299221,0.081279275,-0.222055663,-1.955452041,-1.403406564,-1.97651056,3.023192234,-1.225433591,-0.2349557,0.352719216,-1.671585659,0.54502896,0.405291362,-0.284958458,-1.115415418,1.000100231,0.449125954,0.989335986,-0.168159373,-1.252597965,-0.924812281,0.382059789,-0.154789493
0,-2.380358061,-1.432467667,0.116952693,-0.675630136,0.728873304,0.691478908,-0.985869927,-0.295757007,0.192927004,1.033784977,-0.809308909,0.356598157,-0.834927983,-0.157923594,-1.305525593,1.263229168,-1.296403579,0.799853424,1.208214588,0.148180455,-0.093953204,0.329188593,1.52444961,0.351553927,0.010730164,0.020478273,0.956710841
1,-1.060265552,0.385992634,0.213429272,0.298155233,0.281917676,-0.496265427,-0.76019287,0.010051048,0.414555533,0.090816016,1.474894792,-0.94383025,-1.892109333,0.864532764,1.443763261,-1.507340779,-0.171289628,0.820792117,0.872662137,0.247697567,0.664429811,0.789056138,1.391387665,0.747054234,0.265429357,-0.006973473,-0.172213947
1,0.93714054,-1.11065415,1.38471632,2.355425435,0.263787026,-0.176486669,0.748162996,0.099957329,1.56437731,-0.602566516,2.347245338,0.50839877,1.278001437,-1.901383755,-0.293383284,0.60877976,0.020892747,1.347530125,-1.291362878,1.233846105,0.081049559,-0.08280925,-0.273449433,-0.988934021,0.025567078,0.930682788,0.765619821
1,0.85445172,-0.075503438,0.068336119,-0.552614932,-2.502221437,-0.377435336,-0.564799199,-1.663583153,0.408277833,-0.370595732,-2.190086487,0.37524731,0.314973327,1.613066635,0.343716108,0.033746168,-1.719603317,-1.707787082,-0.86383483,-0.29933673,-0.997349008,0.359268046,0.76432238,-0.57547519,-0.343301301,1.409497393,-1.346610335
1,1.460729403,-1.387222219,0.501806882,-0.556142977,0.694755268,-0.575161962,-0.117495097,1.453036284,0.370737385,-0.491906959,1.408825901,0.681943147,-1.700006504,0.418867933,0.195353493,-2.255352247,0.859565425,1.891328747,-0.132585882,-0.65865828,-0.002353807,-1.786798836,-1.553952745,-0.564357832,0.880629576,1.38472178,0.673820763
