"y","x11","x12","x13","x21","x22","x23","x31","x32","x33","x4"
3,0.585528817843856,0.509892115828519,-0.34878037906766,1.67751179128875,-1.04269095209994,-0.679037424830507,-0.607841111552146,-0.692472244437349,-1.48699094728763,0.180369911366334
3,0.709466017509524,-0.715364266890828,-1.02570070279424,0.079474054662459,-0.183948398620008,-0.572389358492665,1.0762231379778,1.12469559755599,-2.20515186343618,2.37584259390591
1,-0.109303314681054,-0.405521535746077,-0.907426272151428,-0.856427496616939,0.179266746160588,0.823248595866038,-0.576425790799455,0.174535138700626,1.40595517240119,0.701138448982584
3,-0.453497173462763,-0.0125211871068177,0.774606656625981,-0.778777287144353,-0.668646764994632,0.305888080893066,1.09862636353976,-1.96780671462939,-2.33772651217076,1.20547019258547
2,0.605887455840394,1.10088103759019,-0.949897924446895,-0.38093608425708,-1.00438650086313,-0.527773556653956,1.4073416884128,-1.64427171677385,0.631479897743355,2.0029925228575
3,-1.81795596770373,0.95737578909118,-1.2430700749045,-1.89735833972576,0.136780947200864,0.000212466128399189,0.0366561519655857,-0.109784747031928,-1.93433283910982,-0.257825906582215
2,0.630098551068391,-0.550847682392798,0.391552444574322,-0.0717709116878157,0.833604508728087,-0.0782511399822608,1.9239186287906,-0.636719363603684,-0.596012300793732,-0.354186404700987
3,-0.276184105225216,-0.461619377624958,-0.736440028226906,-1.03086459149003,-0.951934167784519,-0.282173606328065,-1.25501875529392,-0.680279809401172,-2.26832733041541,3.3841137352261
1,-0.284159743943371,0.451086495900639,1.0709571715366,0.670695476490605,1.23037122363484,0.767119908221421,-1.19706410656688,0.362165675002313,1.19813262756549,1.53534065325965
1,-0.919322002474128,-1.20021629561451,0.0734100002710054,-0.361287754939292,0.566149744039523,0.749399175675714,-1.49464423164416,0.954589197472569,-0.650624179180171,0.230927215258937
3,-0.116247806352002,0.358842455110506,0.964760568461872,-0.27930635616867,-0.343402111994137,-0.541642330340751,0.712897815726032,-0.0200405714442099,-1.26855961597108,2.34813193300076
