"","Y","x2","x3"
"1",0,-0.876766972983854,-0.459734335888222
"2",1,-0.74638942788159,-0.899127579387518
"3",1,1.37591479129899,-3.68163917647502
"4",0,0.23758196425832,0.867527465722408
"5",1,0.108627472263016,0.551707835394775
"6",1,1.20272127608768,-0.0488064825626916
"7",0,-0.459072393772922,0.600312201275645
"8",1,0.640346014353278,-1.22215682765621
"9",1,0.416787459325551,-0.583494566760847
"10",1,0.776543115338858,-1.21956697419247
"11",1,1.98379470024852,-1.06727977057924
"12",0,0.0513106101945638,-0.095926621116924
"13",1,-0.468680224242072,-1.98142186860094
"14",0,-1.02782263733815,0.887595217445349
"15",0,-1.2857038164607,1.58905456646258
"16",1,-0.378899177276744,-0.493639031288878
"17",1,1.8353490468614,1.55799072929475
"18",1,-0.0381127885057987,-1.72068021885173
"19",1,0.207267222341127,0.232616311711595
"20",1,1.55349872740946,-1.14071583110928
"21",1,1.20097797250255,-0.235266142434201
"22",0,0.777537898772464,-0.701016450982891
"23",1,-0.751705464953325,-0.412509712171437
"24",1,0.239315548796894,0.352401004857079
"25",0,-0.78239953422498,-1.52417105024786
"26",0,-0.935960320132088,0.56483208257541
"27",0,-1.97102361497538,-0.392342930550856
"28",1,1.9039585248836,0.69884266682625
"29",1,0.133758784290104,1.22124904066082
"30",1,1.29837137577027,0.569933260325481
"31",0,-0.122662398850724,-0.3177391953108
"32",0,0.594876421029941,2.5829164224522
"33",0,-2.07010025388295,0.474694724184697
"34",1,0.514439865704473,-0.00797840054428495
"35",0,-1.74469516679953,-1.00525212289324
"36",0,0.964994109702759,0.266617648909281
"37",1,0.570103564747577,0.787538074654185
"38",1,-0.206818597796938,-1.29177724843958
"39",1,-0.891796206396059,-1.37051362323153
"40",1,0.673109251194124,-0.406816259221904
"41",1,0.0535962676598015,0.4751596542093
"42",0,-1.48817284860126,1.53834609792083
"43",0,0.039913781100449,0.873895608604218
"44",1,-0.191414233148296,-0.369938637245175
"45",1,-0.297239406424863,-1.52416939024701
"46",0,-2.34515254337464,-1.35251649620835
"47",1,0.019936918350202,-0.01037719110711
"48",0,1.09991721486958,0.502148297007296
"49",1,-0.433485529407769,-0.74580970714916
"50",0,0.949303154250863,1.15966212263322
"51",0,-1.24985621825403,1.31358381542251
"52",1,-0.935030900757163,-0.89239511952889
"53",1,1.00890989575695,0.353703055614296
"54",1,-0.466558207705629,0.0895111979860004
"55",0,-0.0100804991615646,0.268403517750432
"56",1,0.0227931546729418,-0.282282846880881
"57",0,0.181630498688378,-0.295874184992531
"58",1,-1.12388112580663,-0.0611516820349569
"59",0,0.902774195099683,1.21306770186878
"60",0,-0.735140275031317,-0.740294873839412
"61",1,0.262065906957528,-1.17130301725079
"62",0,-1.2975007606734,1.43669797249793
"63",1,-0.842936240142945,-0.770412028460571
"64",0,0.540229683968029,2.05014651729626
"65",0,-1.35122934966614,0.606416744594775
"66",1,0.100366931462384,-1.5227283369163
"67",1,-0.712559134370305,-0.964825697983659
"68",1,1.69039946076432,-0.874382514163661
"69",0,0.0845144845205642,-0.0821516923152945
"70",1,-0.554823584314049,0.360339349713937
"71",1,-0.233608951146284,0.284830753648595
"72",1,0.458746041147222,-0.243110915956245
"73",1,-0.872256589998308,-0.963393996142654
"74",0,-0.163464815220587,0.447579103366145
"75",0,-1.46240348693693,-1.23805853500425
"76",1,-0.617652384787102,-1.07383869246779
"77",0,-1.63087339635374,-0.25975771772947
"78",1,-0.451080048508679,-0.952037887305086
"79",1,1.53507209656404,-0.728349405726882
"80",1,-1.14560188043986,-1.54591440051708
"81",1,-0.484853678164097,-1.0486955697108
"82",1,1.26814122630548,-0.682488599571153
"83",1,0.205615197096982,-2.46990821542126
"84",1,-0.0502044052771355,0.77880589439614
"85",0,-0.715178257039622,-0.462849975126281
"86",1,1.44417970884658,-1.53324358003336
"87",0,-0.634293158816897,1.10651319709257
"88",0,-0.269267680094725,0.603952445707768
